user,press-0,release-0,press-1,release-1,press-2,release-2,press-3,release-3,press-4,release-4,press-5,release-5,press-6,release-6,press-7,release-7,press-8,release-8,press-9,release-9,press-10,release-10,press-11,release-11,press-12,release-12
202,-1,162,128,248,361,469,618,723,794,914,955,1089,1154,1261,1352,1463,1547,1678,1775,1902,1952,2106,2137,2256,2285,2418
202,0,121,144,258,302,436,513,632,695,821,832,949,1056,1169,1214,1365,1416,1520,1628,1718,1835,1979,2005,2162,2200,2332
202,0,124,141,238,327,448,556,649,786,921,979,1093,1126,1233,1313,1455,1431,1536,1593,1701,1795,1877,1984,2101,2139,2291
202,0,129,142,272,283,402,508,645,656,767,830,949,1012,1146,1199,1303,1349,1463,1571,1692,1796,1919,1920,2014,2081,2183
202,3,179,176,290,394,512,566,674,667,754,830,952,1073,1200,1247,1372,1470,1607,1626,1728,1818,1944,1989,2146,2192,2314
202,0,141,192,326,371,459,532,645,688,832,856,992,1012,1127,1175,1282,1309,1430,1457,1574,1648,1753,1836,1968,2037,2190
202,2,124,166,278,388,482,566,651,760,869,965,1057,1147,1264,1271,1401,1488,1620,1693,1827,1840,1963,2061,2163,2208,2347
202,-4,95,171,295,378,513,595,706,794,915,979,1139,1130,1243,1348,1454,1545,1648,1711,1829,1912,2024,2134,2244,2347,2501
202,1,114,143,272,333,465,492,601,641,789,852,975,1035,1171,1234,1377,1383,1488,1563,1693,1704,1807,1903,2049,2091,2247
202,0,96,227,324,382,509,558,683,781,918,921,1091,1080,1189,1302,1428,1491,1575,1689,1801,1897,1988,2160,2262,2322,2467
202,-1,86,210,321,367,497,556,679,770,911,930,1052,1081,1207,1246,1365,1366,1484,1542,1653,1714,1836,1913,2037,2126,2226
202,0,113,207,331,385,505,599,744,803,912,992,1155,1167,1260,1354,1467,1519,1625,1714,1800,1859,2004,2068,2196,2223,2330
202,0,127,107,223,275,443,437,566,620,755,813,937,1021,1164,1188,1313,1344,1445,1589,1709,1746,1864,1904,2001,2098,2236
202,1,122,177,309,381,485,578,702,725,864,896,998,1083,1178,1272,1396,1463,1581,1632,1794,1739,1811,1880,1997,2060,2182
202,0,131,138,256,351,471,541,649,762,887,930,1011,1094,1211,1294,1407,1457,1585,1623,1727,1843,2000,2043,2126,2157,2288
202,-5,132,197,291,371,486,537,641,764,935,957,1114,1201,1316,1370,1485,1531,1653,1708,1848,1881,2000,2077,2220,2267,2403
202,3,129,173,302,375,493,573,703,761,862,909,1053,1107,1228,1244,1371,1375,1480,1586,1693,1690,1815,1859,1990,2030,2147
202,0,133,167,252,378,482,535,661,763,887,968,1058,1101,1253,1293,1397,1446,1516,1631,1788,1838,1980,2031,2171,2204,2285
202,3,151,221,353,408,550,591,707,797,900,1024,1140,1218,1339,1425,1548,1610,1717,1721,1806,1915,2027,2100,2257,2220,2305
202,1,118,177,273,393,493,589,734,787,902,945,1051,1115,1223,1370,1520,1551,1694,1682,1821,1906,2022,2085,2256,2287,2418
202,5,137,134,273,314,443,507,613,667,813,846,973,987,1069,1168,1307,1384,1497,1541,1697,1725,1832,1858,1982,2043,2162
202,0,136,198,342,345,447,493,593,655,763,854,1006,1010,1132,1209,1303,1374,1494,1650,1771,1851,1959,2042,2168,2258,2355
202,0,137,137,275,375,520,526,696,684,799,812,932,932,1030,1113,1240,1234,1379,1400,1519,1546,1665,1736,1829,1908,2034
202,5,120,171,291,337,476,441,575,628,746,867,964,1059,1152,1244,1346,1448,1610,1654,1746,1878,2021,2069,2221,2221,2372
202,2,120,187,290,343,445,501,639,710,842,898,1041,1139,1236,1339,1446,1510,1630,1732,1850,1904,2019,2082,2216,2276,2406
202,0,96,193,326,315,436,508,614,735,853,887,1016,1087,1184,1268,1427,1509,1603,1684,1790,1881,1997,2081,2193,2301,2434
202,-4,122,174,308,329,438,463,589,638,778,802,919,995,1098,1189,1295,1342,1443,1530,1696,1718,1825,1916,2032,2090,2223
202,-2,139,173,299,346,448,527,630,689,790,887,1028,1092,1224,1263,1377,1420,1559,1585,1668,1741,1856,1890,1974,2078,2173
202,0,96,116,220,281,410,415,536,562,672,809,941,949,1043,1097,1239,1256,1389,1434,1565,1588,1687,1755,1897,1982,2123
202,3,112,186,322,406,535,580,700,756,844,933,1052,1083,1228,1261,1347,1438,1579,1633,1772,1815,1913,2038,2176,2229,2318
202,8,112,196,342,413,532,607,726,759,844,905,1043,1095,1227,1335,1433,1507,1591,1670,1750,1831,1958,2068,2191,2244,2347
202,2,105,176,303,383,518,516,613,680,815,864,1001,1026,1173,1162,1290,1347,1486,1544,1654,1775,1937,1923,2078,2105,2206
202,0,130,183,302,393,484,547,674,723,843,927,1045,1125,1226,1289,1417,1441,1545,1586,1646,1779,1915,1963,2081,2093,2217
202,-3,158,163,316,388,523,606,750,801,903,966,1089,1153,1289,1349,1457,1517,1663,1703,1845,1868,1970,2020,2139,2135,2223
202,1,110,171,257,375,510,552,682,685,764,889,988,1029,1162,1201,1351,1352,1500,1514,1637,1700,1817,1908,2056,2160,2249
202,4,90,182,324,338,448,525,647,651,762,762,892,964,1076,1060,1162,1269,1395,1427,1527,1587,1714,1704,1794,1872,2004
202,3,113,175,274,322,411,517,642,658,790,863,994,991,1113,1179,1296,1382,1486,1542,1666,1747,1885,1883,2013,2050,2180
202,-4,111,151,276,303,393,485,590,690,788,871,988,1012,1162,1212,1330,1301,1445,1509,1693,1652,1745,1790,1896,1985,2095
202,-1,120,190,327,347,452,561,691,783,879,932,1010,1120,1257,1276,1359,1488,1596,1684,1806,1867,1997,2025,2171,2188,2288
202,1,113,193,296,373,471,526,655,729,853,943,1054,1094,1238,1282,1364,1462,1528,1678,1812,1844,1938,2073,2205,2201,2334
202,-1,102,153,276,297,411,447,551,576,698,712,808,854,973,1068,1169,1297,1410,1497,1637,1655,1779,1885,2008,2020,2160
202,2,119,178,329,362,466,511,604,696,789,852,963,1034,1132,1235,1344,1479,1628,1687,1782,1811,1937,1999,2112,2180,2298
202,-1,73,170,310,379,478,557,690,804,939,980,1097,1197,1339,1378,1524,1537,1634,1715,1841,1852,1956,2024,2114,2194,2291
202,2,120,141,265,332,480,495,614,710,842,960,1097,1115,1225,1328,1430,1525,1649,1767,1893,1915,2049,2106,2232,2259,2385
202,1,145,175,317,379,492,532,669,702,820,893,989,1154,1273,1371,1498,1511,1640,1728,1858,1944,2020,2134,2221,2285,2396
202,1,88,195,295,358,491,576,696,785,887,986,1111,1145,1265,1324,1461,1519,1641,1743,1863,1943,2054,2090,2179,2254,2382
202,-3,86,140,249,335,467,522,623,698,752,883,980,1080,1190,1253,1375,1423,1567,1621,1760,1861,1962,2044,2180,2187,2323
202,2,117,237,383,394,493,541,668,767,871,976,1073,1148,1295,1300,1419,1451,1552,1619,1718,1813,1891,1961,2115,2178,2290
202,3,121,140,247,311,455,528,617,682,817,848,1005,984,1128,1203,1331,1454,1569,1620,1769,1840,1925,2027,2166,2144,2290
202,4,90,208,327,400,507,581,670,836,923,1024,1140,1212,1360,1444,1498,1616,1761,1784,1878,1951,2108,2112,2225,2287,2457
202,0,101,141,303,309,444,524,647,679,808,800,936,967,1107,1140,1231,1353,1470,1532,1640,1661,1732,1886,2036,2140,2269
202,2,102,161,269,333,483,521,642,706,837,887,1033,1069,1208,1247,1353,1404,1488,1618,1738,1838,1982,1949,2060,2128,2267
202,-1,114,187,278,356,478,546,682,716,814,906,1011,1087,1165,1247,1361,1423,1517,1609,1734,1779,1903,1990,2118,2179,2284
202,-1,102,232,362,407,487,610,748,759,879,920,1060,1144,1295,1351,1514,1596,1696,1765,1884,1955,2085,2135,2261,2301,2448
202,0,107,178,311,356,457,506,629,707,879,896,997,1111,1244,1255,1384,1440,1579,1597,1701,1816,1930,2019,2115,2209,2329
202,-4,120,180,320,417,528,595,722,781,916,976,1087,1176,1279,1387,1479,1545,1658,1728,1848,1932,2044,2072,2171,2205,2295
202,-5,124,149,292,318,425,518,631,690,774,883,1000,1121,1251,1310,1430,1448,1608,1616,1718,1770,1902,2009,2087,2159,2292
202,4,142,164,316,367,472,546,633,675,767,828,927,970,1070,1126,1272,1352,1486,1550,1673,1704,1804,1876,2000,2045,2171
202,0,156,186,320,367,448,553,714,805,886,960,1076,1167,1292,1372,1488,1561,1674,1738,1832,1894,1979,2058,2199,2285,2420
202,2,118,147,278,294,431,502,583,672,794,865,976,1004,1105,1191,1323,1325,1473,1545,1674,1697,1823,1856,1986,2069,2168
202,-1,142,175,348,326,431,482,598,683,805,888,999,1085,1203,1218,1347,1406,1512,1566,1685,1689,1816,1883,1985,2051,2205
202,-1,130,208,307,373,465,596,704,778,894,1017,1130,1187,1328,1456,1535,1646,1745,1830,1941,1978,2101,2193,2309,2353,2505
202,4,77,201,293,336,443,487,608,649,752,811,914,942,1105,1131,1273,1333,1461,1514,1659,1706,1823,1912,2038,2082,2199
202,0,101,201,288,432,541,579,686,784,887,974,1104,1117,1213,1301,1422,1487,1593,1689,1834,1905,2050,2133,2245,2277,2399
202,5,124,170,314,330,417,477,581,669,800,867,1008,971,1069,1158,1315,1425,1518,1588,1727,1815,1917,1977,2080,2167,2271
202,-2,115,147,276,365,497,544,673,790,912,1023,1145,1224,1353,1390,1518,1562,1693,1754,1861,1992,2119,2130,2244,2334,2488
202,5,120,178,285,404,514,570,694,744,831,905,1022,1095,1240,1286,1409,1417,1537,1593,1764,1783,1903,1951,2106,2154,2270
202,3,95,174,281,356,504,538,675,700,792,898,1016,1088,1247,1300,1464,1500,1631,1746,1867,1907,2038,2102,2203,2259,2351
202,9,138,160,236,347,446,561,664,752,864,942,1048,1101,1208,1305,1446,1467,1607,1647,1772,1780,1895,1971,2118,2219,2298
202,4,150,196,301,349,440,490,591,697,818,869,995,1028,1130,1254,1360,1421,1513,1574,1668,1734,1874,1859,1965,2050,2179
202,0,114,207,355,370,455,617,741,729,851,935,1083,1112,1201,1286,1420,1417,1494,1589,1691,1750,1845,1942,2047,2118,2230
202,-6,146,194,315,382,462,596,693,752,859,931,1038,1133,1211,1302,1402,1437,1585,1610,1701,1789,1895,1956,2129,2129,2259
202,0,122,168,277,318,443,493,596,683,806,841,973,1057,1166,1228,1354,1364,1463,1531,1650,1729,1844,1958,2084,2147,2268
202,-3,115,195,308,379,514,582,722,828,963,1016,1156,1204,1320,1319,1453,1511,1616,1765,1862,1958,2061,2145,2233,2335,2456
202,0,111,129,281,263,405,479,586,637,782,789,901,896,995,1075,1175,1257,1401,1481,1598,1712,1828,1888,2010,2095,2213
202,1,159,161,259,362,477,549,663,717,835,857,969,1022,1128,1144,1259,1329,1441,1499,1638,1686,1807,1894,2020,2109,2227
202,-1,95,219,350,393,498,562,674,786,862,957,1070,1138,1277,1333,1473,1513,1673,1699,1801,1929,2049,2081,2216,2283,2413
202,-4,137,198,327,372,474,550,697,739,846,861,974,1009,1135,1230,1346,1399,1501,1543,1657,1717,1806,1883,2009,2030,2147
202,0,143,167,311,382,519,567,702,760,855,961,1103,1117,1259,1274,1362,1472,1596,1654,1745,1829,1955,2013,2135,2163,2296
202,1,128,161,270,355,466,533,613,716,837,899,1030,1065,1193,1249,1352,1451,1585,1653,1785,1832,1929,1990,2106,2209,2283
202,3,100,211,288,369,495,583,672,746,866,925,1061,1147,1263,1310,1415,1532,1659,1697,1823,1886,2032,2077,2166,2285,2417
202,2,126,145,303,345,492,525,629,653,812,840,955,1035,1139,1250,1379,1405,1522,1576,1700,1738,1825,1892,1992,2089,2194
202,3,136,170,315,318,418,498,652,655,781,810,893,959,1110,1116,1212,1312,1450,1482,1600,1616,1706,1840,1928,2013,2093
202,-3,62,179,255,381,479,616,751,828,935,973,1113,1154,1277,1313,1464,1465,1613,1640,1733,1816,1893,1992,2109,2243,2362
202,2,140,188,333,355,453,545,643,750,866,989,1134,1098,1248,1315,1447,1459,1605,1666,1818,1830,1931,2037,2161,2196,2351
202,-3,122,231,350,392,515,596,708,743,850,945,1046,1087,1192,1301,1421,1438,1541,1619,1762,1794,1923,2014,2163,2189,2300
202,4,101,203,332,366,474,517,615,676,812,842,948,1005,1139,1188,1328,1414,1493,1620,1748,1766,1883,1977,2081,2223,2334
203,0,119,246,367,461,605,628,722,910,1166,1001,1093,1178,1279,1325,1617,1592,1769,1813,1939,2100,2205,2252,2389,2411,2621
203,4,153,323,439,683,881,882,979,1199,1332,1477,1625,1746,1860,2048,2077,2301,2431,2574,2695,2752,2879,2931,3044,3020,3181
203,4,93,284,415,547,675,633,827,836,1048,1007,1182,1143,1322,1397,1613,1445,1521,1706,1873,1991,2160,2320,2475,2616,2766
203,-5,125,151,346,271,371,468,578,724,830,941,1128,1136,1204,1271,1494,1491,1611,1656,1833,1832,1954,2048,2259,2265,2410
203,1,198,212,294,455,584,640,724,832,986,914,1001,1167,1258,1248,1374,1354,1448,1611,1745,1779,2048,1947,2087,2096,2195
203,0,220,97,273,245,445,448,606,675,823,1013,1206,1086,1344,1229,1422,1448,1601,1733,1878,1949,2056,2281,2402,2514,2644
203,-2,226,286,454,568,707,809,981,981,1160,1185,1244,1446,1542,1774,1915,1952,2066,2218,2369,2326,2491,2398,2481,2691,2831
203,-3,66,231,375,428,531,514,673,719,942,955,1119,1028,1140,1344,1475,1501,1728,1676,1854,1767,1881,2039,2133,2329,2408
203,0,149,132,256,531,667,705,865,797,954,972,1097,1147,1275,1430,1539,1730,1877,2019,2200,2249,2461,2433,2534,2642,2795
203,-5,144,322,477,550,682,753,930,876,1059,1161,1317,1378,1513,1685,1920,1987,2114,2183,2376,2289,2479,2571,2746,2751,3006
203,-1,171,199,320,364,529,594,765,663,890,970,1033,1086,1284,1090,1176,1253,1457,1463,1705,1623,1767,1717,1778,1873,2026
203,0,180,194,400,330,482,438,547,780,997,985,1182,1195,1259,1384,1565,1596,1723,1892,2047,2072,2233,2150,2303,2178,2277
203,5,181,247,495,437,540,482,580,803,993,775,874,765,919,859,922,1113,1237,1351,1414,1442,1485,1699,1879,1957,2087
203,0,121,169,255,406,596,553,639,696,899,920,1067,1112,1277,1329,1518,1448,1549,1516,1625,1741,1899,1932,2051,2124,2360
203,4,129,140,225,206,434,435,471,719,863,950,1032,973,1072,1089,1273,1151,1292,1354,1600,1599,1749,1711,1873,2068,2189
203,0,160,232,418,393,498,671,769,908,1004,1161,1356,1387,1627,1557,1762,1591,1703,1722,1866,1932,2158,2232,2337,2353,2509
203,2,-3,261,439,391,570,556,660,782,1060,965,1136,1194,1375,1380,1547,1520,1772,1839,2013,2072,2230,2339,2491,2794,2938
203,-2,175,129,306,222,300,481,621,725,811,832,977,979,1036,1005,1084,1126,1207,1321,1502,1410,1555,1636,1760,1867,2028
203,-1,135,231,328,506,718,756,903,876,1055,1144,1267,1414,1548,1584,1651,1806,2017,1908,2011,2108,2256,2286,2437,2643,2856
203,2,171,138,237,329,527,580,692,791,941,960,1147,1347,1534,1559,1753,1824,2108,2146,2375,2423,2492,2663,2784,2936,3087
203,2,243,194,300,234,337,309,490,566,844,748,935,938,1135,1119,1267,1317,1476,1498,1727,1725,1870,2047,2204,2237,2466
203,1,112,300,523,623,768,960,1092,1093,1342,1312,1545,1571,1673,1896,2029,2056,2280,2223,2336,2376,2525,2568,2759,2895,3029
203,2,155,302,391,549,721,607,757,763,948,983,1014,1077,1167,1194,1294,1529,1672,1666,1854,1831,1974,1959,2077,2143,2331
203,-4,77,225,424,312,459,528,702,848,1031,1181,1384,1462,1617,1663,1824,1875,2062,1926,2035,2102,2325,2136,2249,2414,2585
203,-1,174,204,404,281,452,467,610,700,766,813,943,1000,1079,1124,1389,1396,1578,1385,1475,1582,1780,1672,1781,1918,2100
203,-5,114,290,429,277,422,546,704,732,950,892,1107,1115,1264,1228,1379,1374,1562,1373,1504,1590,1744,1800,1918,2025,2197
203,-1,212,170,280,278,402,529,726,718,794,1001,1216,1087,1272,1148,1316,1351,1501,1509,1649,1727,1825,1901,2050,2112,2312
203,0,207,250,330,498,596,586,681,738,942,943,969,1117,1320,1276,1510,1569,1797,1799,1985,2132,2275,2398,2595,2674,2806
203,2,150,167,321,420,642,644,827,797,1013,1056,1225,1284,1464,1380,1463,1550,1770,1627,1850,1858,2052,1961,2016,2095,2266
203,3,197,286,376,508,534,727,881,929,1169,1003,1239,1241,1404,1367,1456,1507,1658,1757,1911,1996,2144,2173,2344,2334,2475
203,2,118,301,389,371,505,594,794,825,933,1035,1207,1191,1377,1511,1702,1686,1828,1975,2021,2037,2174,2362,2499,2502,2620
203,0,40,181,346,412,461,707,929,738,898,989,1083,1175,1253,1380,1529,1643,1708,1860,1996,2104,2257,2477,2585,2733,2898
203,6,91,152,250,311,452,618,800,732,875,824,1053,1020,1110,1306,1451,1420,1548,1703,1847,1906,2038,2248,2516,2421,2586
203,2,111,195,353,401,566,615,776,812,915,930,1071,1136,1261,1361,1494,1554,1802,1814,1890,2045,2176,2256,2450,2542,2781
203,0,146,303,514,536,663,827,1020,1072,1215,1199,1377,1416,1543,1754,1915,2163,2305,2353,2593,2489,2661,2564,2753,2732,2874
203,0,187,124,290,327,570,659,807,755,880,966,1089,1117,1257,1259,1518,1392,1547,1667,1890,1913,2100,2032,2298,2222,2381
203,0,13,183,320,557,690,589,736,770,954,834,961,1099,1262,1273,1481,1442,1674,1694,1834,1719,1799,1952,2108,2131,2160
203,-4,119,361,571,555,766,624,898,897,1064,1050,1207,1201,1371,1320,1496,1640,1875,1906,2056,2071,2239,2344,2518,2441,2581
203,4,226,285,428,546,722,741,899,814,951,1120,1266,1305,1447,1388,1551,1700,1901,1853,1931,1793,1913,1922,1992,2087,2254
203,-2,226,7,149,241,341,319,404,504,707,747,928,876,993,1107,1337,1454,1643,1571,1735,1668,1772,1860,1951,2068,2273
203,-2,162,81,176,175,363,292,445,463,557,654,828,805,941,1053,1248,1236,1392,1296,1509,1515,1615,1648,1817,1745,1971
203,0,78,227,465,311,496,625,828,732,848,952,1107,1230,1241,1460,1589,1570,1681,1757,1864,1911,2012,2154,2278,2361,2426
203,4,132,131,262,368,534,521,616,687,832,726,905,1068,1171,1312,1448,1461,1735,1705,1954,1905,2055,2079,2247,2268,2456
203,0,214,178,333,335,486,640,745,803,987,1030,1164,1282,1359,1480,1646,1601,1922,1945,2074,2144,2290,2254,2368,2435,2526
203,3,144,274,345,448,553,601,657,596,785,851,942,957,1150,1201,1368,1532,1658,1778,2004,2054,2140,2155,2369,2431,2578
203,1,161,172,349,387,525,605,709,726,955,861,993,1127,1255,1258,1373,1437,1557,1702,1869,1858,1976,1870,2044,2005,2114
203,-1,77,54,160,372,501,450,663,552,678,803,877,1027,1213,1204,1371,1373,1561,1610,1717,1952,2129,2042,2257,2127,2250
203,-2,165,269,459,531,574,668,806,834,991,807,1010,1134,1307,1366,1483,1632,1680,1834,1884,2049,2224,2357,2491,2471,2618
203,0,158,201,323,479,516,616,829,739,980,995,1150,1155,1283,1396,1565,1487,1663,1727,1888,1828,1919,2034,2133,2380,2524
203,-1,152,183,299,324,480,549,599,657,719,763,838,909,1069,1114,1220,1349,1499,1606,1699,1833,1953,2040,2203,2246,2397
203,0,174,195,404,341,480,595,712,766,818,943,1082,1247,1397,1468,1650,1725,1812,1895,2090,2177,2278,2325,2525,2521,2634
203,-2,208,-31,104,22,247,174,248,354,483,607,797,797,943,1112,1305,1388,1538,1566,1751,1778,1975,1968,2082,2248,2436
203,-2,133,139,216,341,502,513,692,769,934,896,1033,975,1065,1249,1445,1482,1625,1655,1840,1866,2020,1937,2133,2189,2308
203,5,146,188,381,325,501,413,566,638,770,880,1023,1161,1303,1315,1422,1462,1544,1599,1765,1754,2023,1982,2047,2125,2312
203,-3,202,276,370,590,763,693,832,821,927,943,1154,1086,1365,1206,1375,1355,1574,1419,1581,1531,1698,1660,1857,1949,2223
203,3,124,188,298,378,639,550,692,775,917,914,981,1263,1408,1421,1629,1538,1712,1643,1726,1976,2143,2084,2202,2087,2278
203,-1,157,191,332,379,457,444,602,758,995,904,1098,837,1051,1041,1149,1298,1443,1573,1721,1708,1858,1820,1927,1980,2070
203,3,113,357,481,531,612,681,805,923,1099,1137,1281,1433,1679,1563,1719,1731,1870,2080,2221,2265,2358,2529,2591,2689,2861
203,0,123,135,214,299,535,593,714,918,1061,1123,1260,1268,1395,1455,1552,1586,1730,1859,1972,2008,2075,2299,2331,2604,2671
203,0,295,175,290,288,461,457,686,769,883,880,1040,1049,1199,1307,1519,1409,1593,1576,1698,1649,1857,1823,2033,2090,2246
203,-1,153,81,166,396,590,615,777,745,739,884,1056,1110,1290,1270,1407,1376,1562,1560,1741,1756,1868,2045,2117,2302,2545
203,4,130,178,247,368,544,577,689,796,990,1078,1165,1377,1461,1739,1929,2076,2267,2186,2384,2492,2569,2823,3005,3136,3236
203,3,164,182,289,489,626,595,738,660,757,919,1064,1248,1443,1417,1560,1687,1868,1782,1863,2033,2267,2292,2520,2545,2638
203,1,141,231,383,321,438,563,786,785,895,994,1154,1295,1433,1594,1683,1747,1877,1982,2159,2162,2334,2263,2292,2453,2564
203,0,83,217,406,332,505,592,784,848,995,909,1122,970,1068,1232,1365,1618,1733,1755,1886,1951,2154,2294,2435,2510,2621
203,-1,162,304,450,554,638,845,1024,1116,1199,1400,1607,1442,1580,1657,1833,1903,2060,2138,2325,2160,2247,2355,2438,2767,2855
203,0,136,26,127,148,316,230,463,389,517,522,692,786,951,1025,1200,1189,1337,1330,1492,1560,1659,1852,2006,1965,2101
203,-5,235,206,292,348,483,586,636,814,961,1102,1193,1323,1482,1456,1590,1576,1702,1688,1787,1893,2093,2153,2335,2435,2612
203,6,107,73,197,204,327,358,485,617,690,824,1008,1053,1248,1316,1477,1442,1613,1559,1662,1959,2189,2174,2333,2415,2526
203,7,143,249,382,590,732,1013,1135,1145,1238,1192,1326,1366,1531,1525,1707,1631,1708,1956,2147,1982,2087,2203,2346,2316,2532
203,0,99,82,273,328,436,382,598,692,795,931,1069,1098,1210,1133,1253,1537,1671,1614,1776,1887,2060,2174,2331,2323,2525
203,0,171,167,367,438,604,561,707,846,1011,989,1170,1232,1379,1549,1677,1813,1974,2076,2184,2330,2446,2483,2608,2718,2920
203,4,176,172,280,441,629,569,749,825,914,1032,1194,1220,1328,1375,1421,1473,1639,1722,1863,1908,2042,2176,2263,2441,2566
203,-2,222,385,553,498,644,586,692,763,925,973,1227,1219,1247,1289,1385,1514,1663,1778,1928,1917,2030,2237,2393,2505,2626
203,5,172,192,342,554,723,684,881,937,988,990,1080,1145,1358,1368,1567,1662,1848,1771,1903,1941,2016,2173,2400,2320,2583
203,-3,155,76,177,193,411,346,441,567,753,698,810,944,1114,1113,1293,1360,1565,1529,1675,1695,1838,1920,2082,2167,2262
203,-3,172,156,364,227,458,527,661,690,846,932,1044,1198,1334,1456,1568,1742,1934,1858,1959,2060,2239,2062,2249,2403,2601
203,0,167,301,440,480,570,670,873,952,1108,1061,1257,1235,1424,1360,1586,1419,1524,1528,1762,1737,1863,1955,2098,2073,2169
203,3,185,275,401,423,511,832,992,919,1128,1211,1351,1341,1482,1547,1657,1639,1913,1841,1958,1995,2168,2154,2344,2398,2573
203,1,184,158,384,300,454,468,613,680,825,834,940,1031,1118,1326,1446,1669,1834,1762,1957,1773,1889,1994,2137,2237,2348
203,2,213,1,47,118,305,240,353,392,574,483,660,605,745,824,987,1055,1213,1200,1324,1419,1644,1563,1612,1872,1980
203,4,107,154,336,239,383,394,479,712,948,858,1002,1129,1327,1421,1581,1727,1831,1916,2062,2171,2392,2338,2521,2425,2589
203,2,154,199,349,293,441,575,739,716,859,942,1064,1073,1185,1205,1233,1434,1578,1600,1737,1918,2134,2032,2234,2111,2266
203,0,240,175,434,381,617,659,931,875,1017,1222,1444,1443,1598,1547,1635,1762,1899,1893,2107,2062,2187,2292,2454,2435,2619
203,3,219,224,373,448,610,724,746,912,1138,1215,1366,1390,1458,1642,1872,1833,2011,2077,2228,2391,2539,2555,2753,2716,2886
203,1,234,147,309,405,565,489,648,732,903,955,1127,1259,1388,1480,1752,1696,1820,2138,2233,2286,2530,2571,2700,2686,2914
203,5,225,198,294,400,595,581,792,816,1007,1049,1189,1225,1304,1358,1499,1441,1604,1553,1708,1836,2015,1974,2138,2138,2312
203,2,50,134,203,330,469,393,591,644,843,738,808,990,1149,1166,1347,1221,1365,1446,1610,1757,1890,2063,2117,2343,2425
203,0,150,262,501,487,664,661,858,951,1164,1264,1381,1605,1706,1718,1928,1790,2000,1856,2029,2040,2269,2185,2313,2314,2431
203,5,216,333,535,567,709,766,917,996,1152,1321,1578,1563,1627,1714,1926,2025,2210,2142,2291,2227,2342,2314,2485,2472,2624
203,2,136,185,421,253,441,456,598,564,783,849,1064,1001,1141,1232,1356,1433,1607,1674,1842,1852,2022,2120,2345,2360,2535
203,1,71,263,340,486,578,609,634,785,877,990,1116,1211,1419,1405,1540,1586,1796,1746,1892,1792,1868,1988,2218,2197,2334
203,0,110,100,202,216,438,417,548,597,713,784,906,1047,1143,1271,1418,1627,1717,1953,2067,2299,2479,2632,2747,2885,3058
203,0,234,287,417,506,699,589,673,860,1006,1092,1189,1262,1425,1526,1761,1669,1868,1741,1920,1915,2025,2132,2255,2341,2528
203,-3,217,222,417,488,609,717,840,923,1106,1011,1153,1225,1426,1334,1502,1482,1691,1738,1999,2065,2233,2231,2314,2453,2540
203,-2,101,435,607,610,711,775,943,1013,1140,1354,1525,1569,1739,1716,1843,1895,2028,2135,2333,2405,2524,2515,2595,2691,2843
203,-1,189,331,386,417,513,556,704,851,1061,1076,1151,1508,1637,1619,1728,1809,2000,1990,2185,2240,2371,2587,2811,2808,2962
203,2,68,141,279,236,304,418,538,728,957,945,1069,1143,1242,1248,1378,1372,1610,1615,1739,1884,1970,2127,2264,2375,2497
203,1,69,277,424,592,833,662,798,910,1033,1128,1275,1462,1634,1558,1818,1737,1890,1877,2004,2225,2365,2395,2487,2522,2576
203,3,132,102,179,228,381,466,704,737,845,949,1145,1073,1254,1186,1358,1301,1485,1306,1425,1591,1776,1912,2079,2001,2141
203,0,151,207,320,344,414,500,576,780,892,1093,1180,1377,1445,1525,1607,1785,1894,2118,2238,2202,2314,2370,2523,2594,2795
203,0,181,166,258,336,470,512,641,613,673,795,910,1037,1288,1321,1438,1590,1821,1949,2128,2035,2210,2221,2432,2570,2742
203,-2,70,155,292,251,453,378,534,658,787,846,1053,1000,1230,1160,1294,1334,1515,1611,1697,1676,1821,1894,2050,2091,2181
203,0,169,165,290,348,565,594,728,997,1153,1118,1321,1204,1304,1548,1680,1883,2029,2113,2387,2218,2387,2351,2512,2575,2665
203,-4,17,224,399,522,631,823,947,1170,1431,1312,1456,1593,1747,1671,1871,1774,1935,1922,2089,2159,2333,2424,2584,2391,2511
203,0,102,227,329,329,466,623,871,798,946,992,1095,1266,1491,1447,1570,1526,1650,1697,1854,1849,1967,2054,2213,2296,2471
203,0,128,217,319,495,630,646,813,817,980,1081,1114,1291,1423,1383,1509,1581,1735,1803,1891,2016,2255,2263,2346,2534,2705
203,3,83,284,460,396,527,672,836,930,993,1055,1187,1211,1383,1403,1513,1664,1775,1786,1953,2184,2392,2357,2505,2543,2664
203,0,186,123,257,235,445,591,766,875,1046,987,1073,1131,1298,1320,1428,1559,1705,1731,1945,1943,2157,2179,2335,2355,2501
203,0,252,49,225,300,420,562,663,792,993,1040,1242,1310,1522,1554,1696,1655,1801,1853,2035,2050,2206,2189,2346,2454,2608
203,-3,182,24,245,197,296,530,701,719,907,739,892,866,962,970,1154,1051,1062,1351,1454,1618,1776,1963,2093,2239,2407
203,0,182,106,318,269,409,578,739,674,902,891,1097,1065,1341,1252,1432,1362,1590,1412,1515,1608,1871,1847,2032,2028,2105
203,-3,181,320,483,707,842,877,1024,943,1088,1164,1278,1462,1598,1601,1759,1771,1957,2007,2186,2140,2305,2408,2490,2653,2739
